if,then,support,confidence,lift
"knee_l_pain_lowsitting, knee_l_duration_val",knee_l_diag_oa_knee,0.1201923076923077,0.8064516129032259,2.8430836522689997
"knee_l_pain_stairclimbing, knee_l_pain_walking",knee_l_diag_oa_knee,0.13942307692307693,0.8055555555555556,2.8399246704331453
"knee_r_exam_tenderness_knee, knee_r_diag_oa_knee",knee_r_exam_creps_right,0.14903846153846154,0.9393939393939394,2.831796223100571
"sex_female, knee_l_reason_natural",knee_l_diag_oa_knee,0.15384615384615385,0.8,2.820338983050848
"knee_l_pain_walking, knee_l_duration_val",knee_l_diag_oa_knee,0.19230769230769232,0.8,2.820338983050848
knee_r_exam_rom_right_pain,knee_r_exam_creps_right,0.13942307692307693,0.935483870967742,2.820009350163628
"knee_r_pain_stairclimbing, knee_r_diag_oa_knee",knee_r_exam_creps_right,0.13942307692307693,0.935483870967742,2.820009350163628
"knee_r_diag_oa_knee, knee_r_morning_stiffness",knee_r_exam_creps_right,0.13942307692307693,0.935483870967742,2.820009350163628
"knee_r_pain_walking, knee_r_exam_tenderness_knee",knee_r_exam_creps_right,0.12980769230769232,0.9310344827586208,2.806596701649176
"knee_r_exam_tenderness_knee, knee_r_reason_natural",knee_r_exam_creps_right,0.12980769230769232,0.9310344827586208,2.806596701649176
"knee_r_exam_creps_right, gas",knee_r_exam_tenderness_knee,0.1201923076923077,0.78125,2.8017241379310343
"knee_r_exam_swelling_non_pitting, knee_r_duration_val",knee_r_exam_creps_right,0.125,0.9285714285714286,2.7991718426501038
"tongue_sama, knee_l_pain_walking",knee_l_diag_oa_knee,0.18269230769230768,0.7916666666666666,2.790960451977401
"knee_l_exam_rom, sex_female",knee_l_exam_tenderness_knee,0.125,0.7647058823529411,2.790505675954592
knee_l_pain_lowsitting,knee_l_diag_oa_knee,0.125,0.787878787878788,2.777606574216744
"stool_satisfactory, knee_l_reason_natural",knee_l_diag_oa_knee,0.125,0.787878787878788,2.777606574216744
"knee_r_pain_walking, knee_r_diag_oa_knee",knee_r_exam_creps_right,0.16346153846153846,0.9189189189189189,2.770074422248335
"urine_normal, knee_l_reason_natural",knee_l_diag_oa_knee,0.15865384615384615,0.7857142857142857,2.7699757869249395
"knee_r_exam_creps_right, tongue_sama",knee_r_exam_tenderness_knee,0.21153846153846154,0.7719298245614035,2.7683000604960677
"knee_l_pain_walking, sex_female",knee_l_diag_oa_knee,0.15384615384615385,0.7804878048780488,2.7515502273666805
"tongue_sama, knee_l_reason_natural",knee_l_diag_oa_knee,0.1875,0.78,2.7498305084745764
"knee_r_pain_walking, knee_r_reason_natural",knee_r_exam_creps_right,0.14903846153846154,0.9117647058823529,2.7485080988917305
"knee_r_pain_stairclimbing, urine_normal",knee_r_exam_tenderness_knee,0.125,0.7647058823529411,2.7423935091277887
"knee_r_pain_walking, knee_r_reason_natural",knee_r_exam_tenderness_knee,0.125,0.7647058823529411,2.7423935091277887
"knee_r_exam_creps_right, knee_r_pain_stairclimbing",knee_r_exam_tenderness_knee,0.125,0.7647058823529411,2.7423935091277887
"knee_l_pain_walking, stool_satisfactory",knee_l_diag_oa_knee,0.1346153846153846,0.7777777777777778,2.7419962335216574
"knee_l_morning_stiffness, knee_l_exam_creps_left",knee_l_diag_oa_knee,0.1346153846153846,0.7777777777777778,2.7419962335216574
knee_l_pain_walking,knee_l_diag_oa_knee,0.20192307692307693,0.7777777777777777,2.741996233521657
"knee_l_exam_rom, knee_l_exam_creps_left",knee_l_exam_tenderness_knee,0.12980769230769232,0.7500000000000001,2.736842105263158
"knee_r_pain_walking, knee_r_pain_stairclimbing",knee_r_exam_creps_right,0.1346153846153846,0.9032258064516129,2.7227676484338477
"knee_r_pain_stairclimbing, knee_r_reason_natural",knee_r_exam_creps_right,0.1346153846153846,0.9032258064516129,2.7227676484338477
"tongue_sama, knee_r_pain_stairclimbing",knee_r_exam_tenderness_knee,0.1201923076923077,0.7575757575757577,2.716823406478579
knee_l_reason_natural,knee_l_diag_oa_knee,0.19230769230769232,0.7692307692307693,2.7118644067796613
"tongue_sama, knee_r_exam_tenderness_knee",knee_r_exam_creps_right,0.21153846153846154,0.8979591836734694,2.706891452233067
"tongue_sama, knee_r_exam_rom",knee_r_exam_creps_right,0.125,0.896551724137931,2.7026486756621693
"knee_r_exam_tenderness_knee, gas",knee_r_exam_creps_right,0.1201923076923077,0.8928571428571429,2.6915113871635614
"medication_none, knee_r_duration_val",knee_r_exam_creps_right,0.1201923076923077,0.8928571428571429,2.6915113871635614
"knee_r_pain_walking, urine_normal",knee_r_exam_creps_right,0.15865384615384615,0.8918918918918918,2.688601645123384
"knee_r_reason_natural, knee_r_diag_oa_knee",knee_r_exam_creps_right,0.15865384615384615,0.8918918918918918,2.688601645123384
"knee_r_duration_val, knee_r_diag_oa_knee",knee_r_exam_creps_right,0.1971153846153846,0.8913043478260869,2.686830497794581
"tongue_sama, knee_r_pain_stairclimbing",knee_r_exam_creps_right,0.13942307692307693,0.8787878787878789,2.6490996925779537
"knee_r_exam_tenderness_knee, knee_r_duration_val",knee_r_exam_creps_right,0.20673076923076922,0.8775510204081632,2.645371191955043
"knee_r_duration_val, knee_r_reason_natural",knee_r_exam_creps_right,0.16346153846153846,0.8717948717948718,2.6280193236714977
"knee_r_exam_rom, knee_r_exam_tenderness_knee",knee_r_exam_creps_right,0.12980769230769232,0.870967741935484,2.6255259467040677
"knee_r_exam_rom, sex_female",knee_r_exam_creps_right,0.125,0.8666666666666667,2.6125603864734304
"knee_r_pain_walking, stool_satisfactory",knee_r_exam_creps_right,0.125,0.8666666666666667,2.6125603864734304
"knee_r_pain_stairclimbing, knee_r_exam_tenderness_knee",knee_r_exam_creps_right,0.125,0.8666666666666667,2.6125603864734304
"knee_r_exam_swelling_non_pitting, knee_r_exam_tenderness_knee",knee_r_exam_creps_right,0.125,0.8666666666666667,2.6125603864734304
"knee_l_exam_tenderness_knee, knee_l_pain_walking",knee_l_exam_creps_left,0.1346153846153846,0.9655172413793103,2.6081504702194356
"knee_l_pain_lowsitting, knee_l_reason_natural",knee_l_exam_creps_left,0.1346153846153846,0.9655172413793103,2.6081504702194356
"knee_l_pain_lowsitting, tongue_sama",knee_l_exam_creps_left,0.12980769230769232,0.9642857142857144,2.6048237476808906
"knee_l_duration_val, knee_l_exam_rom_left_pain",knee_l_exam_creps_left,0.12980769230769232,0.9642857142857144,2.6048237476808906
"knee_l_pain_lowsitting, knee_l_pain_stairclimbing",knee_l_exam_creps_left,0.12980769230769232,0.9642857142857144,2.6048237476808906
"sex_female, knee_l_exam_rom_left_pain",knee_l_exam_creps_left,0.125,0.9629629629629629,2.601250601250601
"knee_l_diag_oa_knee, nidra_disturbed",knee_l_exam_creps_left,0.1201923076923077,0.9615384615384616,2.5974025974025974
"sex_female, knee_r_reason_natural",knee_r_exam_creps_right,0.14903846153846154,0.8611111111111112,2.595813204508857
"stool_satisfactory, knee_r_diag_oa_knee",knee_r_exam_creps_right,0.14903846153846154,0.8611111111111112,2.595813204508857
knee_r_exam_swelling_non_pitting,knee_r_exam_creps_right,0.1346153846153846,0.8484848484848485,2.557751427316645
"knee_r_exam_tenderness_knee, urine_normal",knee_r_exam_creps_right,0.1875,0.8478260869565217,2.555765595463138
