if,then,support,confidence,lift
"acidity, lumbar_exam_tenderness","stool_unsatisfactory, lumbar_present",0.1258741258741259,0.75,3.6982758620689657
"knee_l_exam_creps_left, knee_l_duration_val","knee_r_duration_val, knee_l_exam_tenderness_knee",0.16783216783216784,0.75,3.6982758620689657
"stool_unsatisfactory, knee_r_exam_creps_right","tongue_sama, knee_l_exam_creps_left",0.13286713286713286,0.9047619047619048,3.6965986394557824
"knee_r_exam_creps_right, sex_female","knee_l_exam_creps_left, knee_l_duration_val",0.16083916083916083,0.8214285714285714,3.6707589285714284
knee_r_exam_rom,"knee_r_duration_val, knee_r_exam_tenderness_knee",0.13986013986013987,0.7692307692307693,3.666666666666667
"knee_l_duration_val, knee_r_exam_tenderness_knee","knee_l_exam_tenderness_knee, knee_r_exam_creps_right",0.13986013986013987,0.7692307692307693,3.666666666666667
"knee_l_duration_val, knee_r_exam_tenderness_knee","knee_r_duration_val, knee_r_exam_creps_right",0.15384615384615385,0.8461538461538461,3.6666666666666665
"knee_l_diag_oa_knee, knee_l_exam_creps_left","knee_r_exam_creps_right, medication_ongoing",0.1258741258741259,0.9473684210526316,3.6614509246088196
"knee_r_duration_val, surgery_other","knee_present, surgery_other_duration_days",0.15384615384615385,0.7857142857142857,3.6244239631336406
"gas, knee_r_exam_creps_right","knee_l_exam_creps_left, knee_r_exam_tenderness_knee",0.13286713286713286,0.76,3.6226666666666665
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.17482517482517482,0.8333333333333333,3.6111111111111107
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee","knee_r_duration_val, knee_r_exam_creps_right",0.17482517482517482,0.8333333333333333,3.6111111111111107
"knee_l_exam_creps_left, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_r_exam_tenderness_knee",0.17482517482517482,0.7575757575757575,3.6111111111111107
"knee_r_duration_val, knee_r_exam_creps_right","knee_l_exam_creps_left, knee_r_exam_tenderness_knee",0.17482517482517482,0.7575757575757575,3.6111111111111107
"gas, knee_r_exam_creps_right","tongue_sama, knee_l_exam_creps_left",0.15384615384615385,0.8800000000000001,3.5954285714285716
"knee_l_duration_val, knee_l_exam_tenderness_knee","knee_l_exam_creps_left, knee_r_duration_val",0.16783216783216784,0.8,3.575
"knee_l_exam_creps_left, knee_r_duration_val","knee_l_duration_val, knee_l_exam_tenderness_knee",0.16783216783216784,0.75,3.575
"knee_l_exam_tenderness_knee, lumbar_present",knee_r_exam_tenderness_knee,0.1258741258741259,0.9473684210526316,3.5650969529085876
"knee_l_exam_tenderness_knee, lumbar_present","knee_present, knee_r_exam_tenderness_knee",0.1258741258741259,0.9473684210526316,3.5650969529085876
