if_symptom,then_suggest,support,confidence,lift
"tongue_sama, knee_l_duration_val, knee_l_exam_creps_left","knee_r_exam_creps_right, medication_ongoing, knee_r_duration_val",0.14685314685314685,0.84,4.142068965517241
"tongue_sama, knee_l_duration_val, medication_ongoing, knee_l_exam_creps_left","knee_r_exam_creps_right, knee_r_duration_val",0.14685314685314685,0.9545454545454545,4.136363636363636
"knee_l_exam_creps_left, knee_l_duration_val, knee_present, knee_l_exam_rom","knee_r_exam_creps_right, sex_female",0.11888111888111888,0.8095238095238095,4.134353741496598
"knee_r_exam_tenderness_knee, medication_ongoing, tongue_sama, knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, knee_l_duration_val",0.11888111888111888,0.8947368421052632,4.127334465195246
"tongue_sama, knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, knee_l_duration_val, medication_ongoing",0.14685314685314685,0.8076923076923076,4.124999999999999
"knee_l_exam_tenderness_knee, knee_r_duration_val, sex_female","knee_r_exam_creps_right, knee_l_duration_val, knee_l_exam_creps_left",0.13286713286713286,0.8636363636363635,4.116666666666666
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, sex_female","knee_l_exam_creps_left, knee_present, knee_l_exam_tenderness_knee",0.13286713286713286,0.95,4.116666666666666
"knee_l_duration_val, sex_female, knee_r_exam_rom","knee_l_exam_tenderness_knee, knee_r_duration_val, knee_present",0.1048951048951049,0.8333333333333333,4.109195402298851
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, gas","knee_r_exam_creps_right, tongue_sama",0.1258741258741259,0.9473684210526316,4.105263157894737
"knee_r_exam_creps_right, knee_l_duration_val, knee_r_duration_val, knee_l_exam_rom","knee_l_exam_creps_left, sex_female, knee_present",0.11188811188811189,0.8888888888888888,4.100358422939068
"knee_r_exam_creps_right, knee_l_duration_val, urine_normal","knee_l_exam_creps_left, knee_r_duration_val, knee_present",0.15384615384615385,0.9166666666666666,4.096354166666666
"knee_l_exam_creps_left, medication_ongoing, knee_present, knee_r_exam_rom","knee_r_exam_creps_right, knee_r_duration_val",0.11888111888111888,0.9444444444444443,4.092592592592592
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, urine_normal","knee_r_exam_creps_right, knee_l_duration_val, knee_r_duration_val",0.1258741258741259,0.8571428571428572,4.085714285714286
"knee_r_exam_creps_right, knee_l_duration_val, gas, knee_present","tongue_sama, knee_l_exam_creps_left",0.11888111888111888,1.0,4.085714285714285
"tongue_sama, knee_l_exam_creps_left, knee_r_duration_val, knee_present","knee_r_exam_creps_right, knee_l_duration_val",0.16083916083916083,0.8846153846153846,4.080645161290323
"knee_r_exam_creps_right, medication_ongoing, knee_r_duration_val, tongue_sama","knee_l_exam_creps_left, knee_l_duration_val, knee_present",0.14685314685314685,0.9130434782608696,4.080163043478261
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, medication_ongoing, gas","knee_r_exam_creps_right, tongue_sama, knee_present",0.11188811188811189,0.9411764705882353,4.078431372549019
"knee_r_exam_creps_right, knee_l_exam_tenderness_knee, sex_female","knee_l_exam_creps_left, knee_l_duration_val, knee_r_duration_val, knee_present",0.13286713286713286,0.8260869565217391,4.073463268365817
"knee_r_exam_swelling_non_pitting, knee_present, knee_l_exam_swelling_non_pitting","knee_r_exam_tenderness_knee, knee_l_exam_tenderness_knee",0.1048951048951049,0.8823529411764706,4.0702087286527515
"knee_l_exam_creps_left, knee_r_exam_rom, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_r_duration_val",0.1048951048951049,0.9375,4.0625
"knee_l_duration_val, medication_ongoing, knee_present, knee_r_exam_creps_right, sex_female","knee_l_exam_creps_left, knee_r_duration_val",0.13986013986013987,0.9090909090909091,4.0625
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, knee_r_duration_val","knee_r_exam_creps_right, knee_l_duration_val",0.15384615384615385,0.8800000000000001,4.0593548387096785
"medication_ongoing, knee_r_duration_val, sex_female, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_l_duration_val, knee_present, knee_l_exam_creps_left",0.11888111888111888,0.85,4.051666666666667
"tongue_sama, knee_l_duration_val, knee_r_exam_tenderness_knee","knee_r_exam_creps_right, knee_l_exam_creps_left, knee_r_duration_val, knee_present",0.13286713286713286,0.9047619047619048,4.043154761904762
"knee_l_exam_rom, knee_r_exam_rom","knee_l_exam_tenderness_knee, knee_r_duration_val",0.1258741258741259,0.8181818181818182,4.03448275862069
"knee_r_exam_creps_right, tongue_sama, knee_r_duration_val","knee_l_exam_creps_left, knee_r_exam_tenderness_knee",0.15384615384615385,0.8461538461538461,4.033333333333333
"knee_l_exam_creps_left, knee_l_duration_val, medication_ongoing","knee_r_exam_creps_right, knee_r_duration_val, knee_present",0.18181818181818182,0.9285714285714286,4.023809523809524
"knee_r_exam_creps_right, medication_ongoing, sex_female, knee_l_exam_tenderness_knee","knee_l_exam_creps_left, knee_l_duration_val, knee_present",0.1258741258741259,0.9,4.0218750000000005
"tongue_sama, knee_l_exam_creps_left, knee_r_duration_val, gas","knee_r_exam_creps_right, knee_r_exam_tenderness_knee, knee_present",0.11188811188811189,0.8421052631578948,4.014035087719298
"knee_l_exam_creps_left, knee_l_duration_val","knee_r_exam_creps_right, medication_ongoing, knee_r_duration_val, knee_present",0.18181818181818182,0.8125,4.00646551724138
"knee_r_exam_creps_right, medication_ongoing, knee_r_duration_val, knee_present","knee_l_exam_creps_left, knee_l_duration_val",0.18181818181818182,0.8965517241379312,4.00646551724138
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, medication_ongoing","knee_r_exam_creps_right, knee_l_exam_tenderness_knee",0.14685314685314685,0.84,4.004
"knee_l_exam_creps_left, knee_l_duration_val, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_r_duration_val, knee_present",0.16783216783216784,0.9230769230769231,4.0
"tongue_sama, knee_l_duration_val, knee_r_exam_tenderness_knee, medication_ongoing","knee_l_exam_creps_left, knee_r_duration_val, knee_present",0.11888111888111888,0.8947368421052632,3.9983552631578947
"knee_l_exam_creps_left, knee_l_duration_val, sex_female, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, medication_ongoing, knee_r_duration_val",0.11888111888111888,0.8095238095238095,3.9917898193760264
"tongue_sama, knee_l_duration_val, knee_present, knee_l_exam_creps_left","knee_r_exam_creps_right, knee_r_duration_val",0.16083916083916083,0.92,3.986666666666667
"tongue_sama, knee_l_exam_tenderness_knee, knee_r_duration_val","knee_r_exam_creps_right, knee_l_duration_val, knee_present",0.13286713286713286,0.8636363636363635,3.983870967741935
"knee_l_exam_creps_left, knee_l_duration_val, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, medication_ongoing, knee_r_duration_val, knee_present",0.14685314685314685,0.8076923076923076,3.982758620689655
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_duration_val, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_r_exam_tenderness_knee",0.13986013986013987,0.8333333333333334,3.9722222222222223
"knee_r_duration_val, sex_female, knee_l_exam_rom, knee_r_exam_rom","knee_l_duration_val, knee_l_exam_tenderness_knee",0.1048951048951049,0.8333333333333333,3.972222222222222
"knee_r_exam_creps_right, medication_ongoing, knee_r_exam_rom",knee_l_exam_rom,0.11188811188811189,0.8888888888888888,3.972222222222222
"knee_r_exam_swelling_non_pitting, knee_present, knee_l_exam_swelling_non_pitting","medication_ongoing, knee_l_exam_tenderness_knee",0.11188811188811189,0.9411764705882353,3.958477508650519
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, urine_normal","knee_r_exam_creps_right, knee_l_duration_val",0.1258741258741259,0.8571428571428572,3.9539170506912447
"knee_r_exam_creps_right, tongue_sama, knee_r_duration_val","knee_l_exam_creps_left, knee_l_duration_val",0.16083916083916083,0.8846153846153846,3.953125
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_duration_val, knee_present","knee_r_exam_creps_right, knee_l_exam_tenderness_knee",0.16783216783216784,0.8275862068965518,3.944827586206897
"knee_r_exam_creps_right, knee_r_diag_oa_knee, knee_l_diag_oa_knee","knee_l_exam_creps_left, knee_l_duration_val",0.1048951048951049,0.8823529411764706,3.943014705882353
"stool_unsatisfactory, lumbar_exam_tenderness, medication_ongoing, acidity","tongue_sama, lumbar_present, gas",0.1048951048951049,0.9375,3.943014705882353
"knee_l_exam_creps_left, knee_l_duration_val, medication_ongoing, sex_female","knee_r_exam_creps_right, knee_r_duration_val, knee_present",0.13986013986013987,0.9090909090909091,3.939393939393939
"knee_l_duration_val, urine_normal, knee_l_exam_tenderness_knee","knee_r_exam_tenderness_knee, knee_r_duration_val",0.13286713286713286,0.8260869565217391,3.93768115942029
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, knee_r_duration_val","knee_l_exam_creps_left, knee_l_duration_val",0.15384615384615385,0.8800000000000001,3.9325000000000006
"knee_r_exam_creps_right, knee_r_duration_val, knee_present","knee_l_exam_creps_left, knee_l_duration_val",0.20279720279720279,0.8787878787878787,3.927083333333333
"knee_l_exam_creps_left, knee_l_duration_val","knee_r_exam_creps_right, knee_r_duration_val, knee_present",0.20279720279720279,0.90625,3.927083333333333
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, sex_female","knee_r_exam_creps_right, knee_l_duration_val",0.11888111888111888,0.85,3.920967741935484
"knee_l_exam_creps_left, knee_r_exam_rom","knee_r_exam_creps_right, knee_r_duration_val, knee_present",0.13286713286713286,0.9047619047619048,3.9206349206349205
"knee_r_duration_val, knee_present, knee_r_exam_rom",knee_l_exam_rom,0.14685314685314685,0.8749999999999999,3.9101562499999996
"tongue_sama, knee_l_duration_val, medication_ongoing, knee_l_exam_creps_left","knee_r_exam_creps_right, knee_l_exam_tenderness_knee, knee_present",0.1258741258741259,0.8181818181818182,3.9000000000000004
"knee_l_duration_val, knee_present, knee_l_exam_creps_left, knee_l_exam_tenderness_knee, urine_normal","knee_r_exam_creps_right, knee_r_duration_val",0.1258741258741259,0.9,3.9
"medication_ongoing, knee_r_exam_rom",knee_l_exam_rom,0.13986013986013987,0.8695652173913044,3.8858695652173916
"knee_l_exam_creps_left, knee_r_diag_oa_knee, knee_present","knee_r_exam_creps_right, knee_l_duration_val",0.11188811188811189,0.8421052631578948,3.884550084889644
"knee_r_exam_creps_right, knee_l_duration_val, knee_r_exam_tenderness_knee, tongue_sama","knee_l_exam_creps_left, knee_present, knee_l_exam_tenderness_knee",0.11888111888111888,0.8947368421052632,3.87719298245614
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, gas","tongue_sama, knee_l_exam_creps_left, knee_present",0.1258741258741259,0.9473684210526316,3.870676691729323
"knee_l_exam_creps_left, knee_r_duration_val, hypertension","knee_r_exam_creps_right, medication_ongoing, knee_present",0.1048951048951049,1.0,3.864864864864865
"tongue_sama, knee_l_exam_tenderness_knee, knee_r_duration_val","knee_l_exam_creps_left, knee_l_duration_val",0.13286713286713286,0.8636363636363635,3.8593749999999996
"knee_l_duration_val, medication_ongoing, knee_present, tongue_sama, knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, knee_l_exam_tenderness_knee",0.11888111888111888,0.8095238095238095,3.858730158730159
"knee_l_duration_val, knee_r_exam_tenderness_knee, knee_present, knee_r_exam_creps_right, knee_r_duration_val, urine_normal","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.11188811188811189,0.8888888888888888,3.8518518518518516
"tongue_sama, knee_r_exam_tenderness_knee, knee_l_exam_creps_left","knee_r_exam_creps_right, knee_l_exam_tenderness_knee",0.14685314685314685,0.8076923076923076,3.8499999999999996
"knee_r_exam_creps_right, stool_unsatisfactory, medication_ongoing","tongue_sama, knee_l_exam_creps_left",0.11188811188811189,0.9411764705882353,3.845378151260504
"knee_r_exam_creps_right, knee_l_exam_tenderness_knee, knee_l_exam_rom","knee_l_exam_creps_left, sex_female",0.1048951048951049,0.8333333333333333,3.844086021505376
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, urine_normal","knee_l_exam_creps_left, knee_l_duration_val",0.1258741258741259,0.8571428571428572,3.8303571428571432
"knee_l_duration_val, gas, knee_present, knee_l_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.1048951048951049,0.9375,3.830357142857143
"knee_r_exam_creps_right, knee_l_duration_val, medication_ongoing, knee_l_exam_rom","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.1048951048951049,0.8823529411764706,3.8235294117647056
"knee_l_exam_tenderness_knee, knee_r_duration_val","knee_r_exam_creps_right, knee_l_duration_val, knee_present",0.16783216783216784,0.8275862068965518,3.81757508342603
"knee_l_exam_creps_left, knee_l_duration_val, urine_normal","knee_r_exam_creps_right, knee_r_duration_val, knee_present",0.15384615384615385,0.8800000000000001,3.8133333333333335
"knee_l_exam_creps_left, urine_normal, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_l_duration_val, knee_present",0.13286713286713286,0.8260869565217391,3.8106591865357644
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, sex_female","knee_l_exam_creps_left, knee_l_duration_val, knee_present",0.11888111888111888,0.85,3.7984375
knee_r_exam_rom,knee_l_exam_rom,0.15384615384615385,0.8461538461538461,3.78125
"knee_l_exam_creps_left, medication_ongoing, sex_female, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_l_duration_val",0.1258741258741259,0.8181818181818182,3.7741935483870974
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, sex_female, knee_l_exam_tenderness_knee","knee_l_exam_creps_left, knee_r_duration_val",0.11188811188811189,0.8421052631578948,3.7631578947368425
"knee_r_exam_creps_right, knee_l_exam_creps_left, lumbar_present, knee_l_exam_tenderness_knee",knee_r_exam_tenderness_knee,0.11188811188811189,1.0,3.763157894736842
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee","knee_r_exam_creps_right, tongue_sama, knee_present",0.18181818181818182,0.8666666666666667,3.7555555555555555
"knee_r_exam_creps_right, medication_ongoing, sex_female, knee_present","knee_l_exam_creps_left, knee_l_duration_val",0.14685314685314685,0.84,3.7537499999999997
"tongue_sama, knee_r_exam_tenderness_knee, medication_ongoing, knee_l_exam_creps_left","knee_r_exam_creps_right, knee_r_duration_val",0.13286713286713286,0.8636363636363635,3.7424242424242418
"stool_unsatisfactory, lumbar_exam_tenderness, acidity","tongue_sama, lumbar_present, gas",0.11188811188811189,0.8888888888888888,3.738562091503268
"knee_l_duration_val, knee_present, knee_r_exam_creps_right, knee_l_exam_creps_left, gas","tongue_sama, medication_ongoing, knee_r_duration_val",0.11188811188811189,0.9411764705882353,3.7385620915032676
"knee_l_exam_creps_left, knee_r_exam_rom","knee_r_exam_creps_right, knee_l_duration_val",0.11888111888111888,0.8095238095238095,3.7342549923195087
"medication_ongoing, knee_r_duration_val, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_l_duration_val",0.14685314685314685,0.8076923076923076,3.725806451612903
"knee_r_exam_creps_right, tongue_sama, knee_l_exam_tenderness_knee","knee_l_exam_creps_left, knee_r_duration_val, knee_present",0.13986013986013987,0.8333333333333334,3.7239583333333335
"knee_l_exam_tenderness_knee, knee_l_exam_rom, knee_r_exam_rom","knee_l_exam_creps_left, knee_r_duration_val",0.1048951048951049,0.8333333333333333,3.723958333333333
"knee_r_exam_creps_right, knee_l_duration_val, stool_satisfactory","knee_r_duration_val, urine_normal",0.1048951048951049,0.9375,3.723958333333333
"knee_r_exam_tenderness_knee, knee_present, tongue_sama, knee_l_exam_creps_left, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, knee_r_duration_val",0.1258741258741259,0.8571428571428572,3.7142857142857144
"knee_r_exam_creps_right, medication_ongoing, gas","tongue_sama, knee_l_exam_creps_left, knee_present",0.13986013986013987,0.9090909090909091,3.714285714285714
"gas, surgery_other, sex_female, knee_present","medication_ongoing, surgery_other_duration_days",0.1048951048951049,0.8823529411764706,3.7110726643598615
"knee_l_exam_tenderness_knee, knee_r_duration_val, knee_present","knee_l_exam_creps_left, knee_l_duration_val",0.16783216783216784,0.8275862068965518,3.6982758620689657
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, knee_r_duration_val, medication_ongoing","tongue_sama, knee_l_exam_creps_left",0.13286713286713286,0.9047619047619048,3.6965986394557824
"knee_l_duration_val, knee_r_exam_tenderness_knee, medication_ongoing","knee_l_exam_creps_left, knee_r_duration_val, knee_present",0.13286713286713286,0.8260869565217391,3.691576086956522
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_exam_tenderness_knee, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, tongue_sama, knee_present",0.11888111888111888,0.85,3.683333333333333
"knee_r_exam_creps_right, sex_female, knee_present","knee_l_exam_creps_left, knee_l_duration_val",0.16083916083916083,0.8214285714285714,3.6707589285714284
"tongue_sama, knee_r_exam_tenderness_knee, knee_l_exam_swelling_non_pitting, knee_r_exam_swelling_non_pitting","knee_l_exam_tenderness_knee, knee_present",0.1048951048951049,1.0,3.666666666666667
"tongue_sama, knee_r_exam_tenderness_knee, knee_present, knee_l_exam_creps_left","knee_r_exam_creps_right, knee_r_duration_val",0.15384615384615385,0.8461538461538461,3.6666666666666665
"knee_l_exam_creps_left, knee_l_diag_oa_knee","knee_r_exam_creps_right, medication_ongoing, knee_present",0.1258741258741259,0.9473684210526316,3.6614509246088196
"knee_r_exam_tenderness_knee, gas","knee_r_exam_creps_right, tongue_sama, knee_l_exam_creps_left",0.1258741258741259,0.8181818181818182,3.6562500000000004
"knee_l_duration_val, knee_r_exam_tenderness_knee, medication_ongoing, knee_r_exam_creps_right, knee_r_duration_val","tongue_sama, knee_l_exam_creps_left",0.11888111888111888,0.8947368421052632,3.655639097744361
"knee_l_duration_val, medication_ongoing, knee_present, knee_r_exam_rom, knee_l_exam_rom","knee_r_duration_val, sex_female",0.11888111888111888,0.9444444444444443,3.6501501501501497
"knee_l_duration_val, knee_present, knee_l_exam_creps_left, sex_female, knee_l_exam_rom","knee_r_exam_creps_right, knee_r_duration_val",0.11188811188811189,0.8421052631578948,3.649122807017544
"knee_l_exam_creps_left, knee_r_exam_tenderness_knee, medication_ongoing, knee_present","knee_r_exam_creps_right, knee_r_duration_val",0.14685314685314685,0.84,3.6399999999999997
"knee_l_duration_val, knee_present, tongue_sama, knee_l_exam_creps_left, knee_r_duration_val, gas","knee_r_exam_creps_right, medication_ongoing",0.11188811188811189,0.9411764705882353,3.63751987281399
"medication_ongoing, lumbar_exam_tenderness, acidity","tongue_sama, lumbar_present, gas",0.13286713286713286,0.8636363636363635,3.63235294117647
"knee_r_exam_tenderness_knee, medication_ongoing, knee_r_exam_creps_right, knee_r_duration_val, knee_l_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.11188811188811189,0.8888888888888888,3.6317460317460313
"knee_l_duration_val, knee_present, tongue_sama, knee_l_exam_creps_left, knee_r_duration_val, sex_female","knee_r_exam_creps_right, medication_ongoing",0.1048951048951049,0.9375,3.6233108108108105
"knee_r_exam_creps_right, sex_female, urine_normal","knee_l_exam_creps_left, knee_r_duration_val, knee_present",0.11888111888111888,0.8095238095238095,3.6175595238095237
"knee_l_exam_creps_left, medication_ongoing, gas, knee_present","knee_r_exam_creps_right, tongue_sama",0.13986013986013987,0.8333333333333334,3.611111111111111
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_exam_tenderness_knee, urine_normal","knee_r_exam_creps_right, tongue_sama, knee_present",0.1048951048951049,0.8333333333333333,3.6111111111111107
"medication_ongoing, knee_r_duration_val, knee_l_exam_tenderness_knee","knee_l_exam_creps_left, knee_l_duration_val",0.14685314685314685,0.8076923076923076,3.6093749999999996
"knee_r_exam_tenderness_knee, medication_ongoing, knee_present, knee_r_exam_creps_right, urine_normal","tongue_sama, knee_l_exam_creps_left",0.1048951048951049,0.8823529411764706,3.6050420168067223
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, knee_r_duration_val","tongue_sama, knee_l_exam_creps_left, knee_present",0.15384615384615385,0.8800000000000001,3.5954285714285716
"knee_r_exam_creps_right, knee_l_duration_val, knee_r_duration_val, sex_female","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.13286713286713286,0.8260869565217391,3.579710144927536
"knee_r_exam_tenderness_knee, lumbar_exam_tenderness, knee_l_exam_tenderness_knee","lumbar_present, knee_present",0.11188811188811189,1.0,3.5749999999999997
"surgery_other, appetite_normal, knee_r_duration_val, knee_present","medication_ongoing, surgery_other_duration_days",0.11888111888111888,0.85,3.5749999999999997
"knee_l_exam_tenderness_knee, lumbar_present",knee_r_exam_tenderness_knee,0.1258741258741259,0.9473684210526316,3.5650969529085876
"knee_r_exam_creps_right, sex_female","knee_l_exam_creps_left, knee_present, knee_l_exam_tenderness_knee",0.16083916083916083,0.8214285714285714,3.5595238095238093
"knee_l_exam_creps_left, medication_ongoing, knee_r_duration_val, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, tongue_sama",0.1258741258741259,0.8181818181818182,3.5454545454545454
"tongue_sama, knee_r_exam_tenderness_knee, sex_female, knee_present","medication_ongoing, knee_l_exam_tenderness_knee",0.11188811188811189,0.8421052631578948,3.5417956656346754
"medication_ongoing, lumbar_present, knee_present, knee_l_exam_tenderness_knee",knee_r_exam_tenderness_knee,0.11188811188811189,0.9411764705882353,3.541795665634675
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.18181818181818182,0.8666666666666667,3.540952380952381
"knee_l_exam_creps_left, gas, knee_present","knee_r_exam_creps_right, tongue_sama",0.15384615384615385,0.8148148148148149,3.5308641975308643
"knee_l_exam_creps_left, knee_l_duration_val, gas","tongue_sama, medication_ongoing, knee_r_duration_val",0.11188811188811189,0.8888888888888888,3.5308641975308634
"knee_l_duration_val, knee_present, tongue_sama, knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, medication_ongoing",0.14685314685314685,0.9130434782608696,3.528789659224442
"knee_l_exam_tenderness_knee, gas","tongue_sama, knee_l_exam_creps_left",0.13286713286713286,0.8636363636363635,3.528571428571428
"tongue_sama, knee_r_duration_val, knee_r_exam_rom",knee_r_exam_tenderness_knee,0.1048951048951049,0.9375,3.5279605263157894
"knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, tongue_sama, knee_present",0.18181818181818182,0.8125,3.520833333333333
"knee_l_exam_creps_left, knee_r_duration_val, sex_female","knee_r_exam_creps_right, medication_ongoing, knee_present",0.13986013986013987,0.9090909090909091,3.513513513513513
"tongue_sama, knee_l_duration_val, knee_r_exam_tenderness_knee","knee_l_exam_creps_left, knee_present, knee_l_exam_tenderness_knee",0.11888111888111888,0.8095238095238095,3.507936507936508
"lumbar_exam_tenderness, acidity","tongue_sama, lumbar_present, gas",0.13986013986013987,0.8333333333333334,3.5049019607843137
"knee_r_exam_creps_right, knee_present, knee_l_exam_rom, knee_r_exam_rom","knee_l_duration_val, knee_r_duration_val, sex_female",0.1048951048951049,0.8333333333333333,3.5049019607843133
"gas, surgery_other, sex_female, knee_present",surgery_other_duration_days,0.1048951048951049,0.8823529411764706,3.5049019607843133
"knee_r_exam_tenderness_knee, knee_present, knee_r_exam_creps_right, knee_r_duration_val, knee_l_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.1258741258741259,0.8571428571428572,3.502040816326531
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_duration_val, medication_ongoing","knee_r_exam_creps_right, tongue_sama, knee_present",0.14685314685314685,0.8076923076923076,3.4999999999999996
"knee_r_exam_creps_right, knee_l_duration_val, knee_present","knee_l_exam_creps_left, knee_l_exam_tenderness_knee",0.17482517482517482,0.8064516129032259,3.4946236559139785
"stool_unsatisfactory, lumbar_exam_tenderness, medication_ongoing, acidity","lumbar_present, gas",0.11188811188811189,1.0,3.4878048780487805
"knee_r_duration_val, knee_l_duration_val, knee_r_exam_tenderness_knee, sex_female","knee_l_exam_tenderness_knee, knee_present",0.13286713286713286,0.95,3.4833333333333334
"tongue_sama, knee_l_exam_creps_left, knee_r_duration_val, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, medication_ongoing, knee_present",0.1258741258741259,0.9,3.478378378378378
"tongue_sama, knee_r_exam_tenderness_knee, sex_female","knee_l_exam_tenderness_knee, knee_present",0.1258741258741259,0.9473684210526316,3.4736842105263164
"knee_l_duration_val, knee_present, knee_l_exam_rom, knee_r_exam_rom","medication_ongoing, knee_r_duration_val, sex_female",0.11888111888111888,0.85,3.4728571428571424
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_duration_val","knee_r_exam_creps_right, medication_ongoing",0.18181818181818182,0.8965517241379312,3.465051258154707
"knee_l_exam_creps_left, knee_l_duration_val, gas","tongue_sama, knee_r_duration_val, knee_present",0.11888111888111888,0.9444444444444443,3.462962962962963
"knee_l_duration_val, knee_l_exam_creps_left, knee_r_duration_val, sex_female, knee_l_exam_tenderness_knee","knee_r_exam_creps_right, medication_ongoing, knee_present",0.11888111888111888,0.8947368421052632,3.458036984352774
"knee_r_exam_tenderness_knee, knee_present, knee_l_exam_creps_left, knee_r_duration_val, sex_female",knee_l_exam_tenderness_knee,0.11188811188811189,0.9411764705882353,3.450980392156863
"knee_present, knee_l_exam_rom, knee_r_exam_rom","knee_l_duration_val, knee_r_duration_val, sex_female",0.1258741258741259,0.8181818181818182,3.4411764705882355
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, knee_r_duration_val, urine_normal","tongue_sama, knee_l_exam_creps_left",0.11188811188811189,0.8421052631578948,3.4406015037593987
"knee_l_exam_creps_left, sex_female, knee_l_morning_stiffness, knee_present",knee_l_exam_tenderness_knee,0.1048951048951049,0.9375,3.4375000000000004
"tongue_sama, knee_l_duration_val, gas, knee_l_exam_creps_left","knee_r_exam_creps_right, medication_ongoing",0.11188811188811189,0.8888888888888888,3.4354354354354353
"knee_r_exam_creps_right, knee_r_exam_tenderness_knee, knee_present, knee_l_exam_tenderness_knee","tongue_sama, knee_l_exam_creps_left",0.14685314685314685,0.84,3.432
"tongue_sama, knee_l_exam_tenderness_knee, knee_r_duration_val",knee_r_exam_tenderness_knee,0.13986013986013987,0.9090909090909091,3.4210526315789473
"tongue_sama, knee_l_exam_creps_left, knee_r_duration_val","knee_r_exam_creps_right, medication_ongoing",0.16083916083916083,0.8846153846153846,3.418918918918919
"knee_l_exam_creps_left, knee_l_duration_val, knee_r_exam_rom","knee_r_exam_creps_right, medication_ongoing",0.1048951048951049,0.8823529411764706,3.410174880763116
"stool_unsatisfactory, knee_l_morning_stiffness","tongue_sama, sex_female, knee_present",0.11888111888111888,1.0,3.4047619047619047
"knee_l_duration_val, knee_present, tongue_sama, knee_r_duration_val, knee_l_exam_tenderness_knee",knee_r_exam_tenderness_knee,0.13286713286713286,0.9047619047619048,3.4047619047619047
"knee_r_exam_tenderness_knee, knee_r_duration_val, sex_female","medication_ongoing, knee_l_exam_tenderness_knee",0.11888111888111888,0.8095238095238095,3.4047619047619047
"knee_l_duration_val, knee_r_exam_tenderness_knee, knee_l_exam_rom","medication_ongoing, knee_r_duration_val, sex_female, knee_present",0.1048951048951049,0.8333333333333333,3.404761904761904
"knee_l_exam_creps_left, knee_l_duration_val, knee_present, tongue_sama","knee_r_exam_creps_right, medication_ongoing",0.15384615384615385,0.8800000000000001,3.4010810810810814
"knee_r_duration_val, knee_l_duration_val, knee_r_exam_tenderness_knee","medication_ongoing, knee_present, knee_l_exam_tenderness_knee",0.14685314685314685,0.8076923076923076,3.3970588235294112
"knee_present, knee_r_exam_creps_right, knee_l_exam_creps_left, knee_r_duration_val, tongue_sama, knee_l_exam_tenderness_knee",knee_r_exam_tenderness_knee,0.1258741258741259,0.9,3.386842105263158
